"text","label"
"saans ki nali band ho hai",2
"halka bukhaar hai",0
"light breathing problem",1
"sirf bukhaar haic old bilkul nahi",1
"minor",0
"sevr breathlesness 82",2
"mild chest tightness feel ho raahi hai",1
"mild headche",0
"spo2 drop ho raha ha ibreathing issue",2
"bohot tez dard saans ruktee ja rahi",2
"severe breathlessnesss patient baat nahi kar pa raha 23",2
"thoddi si",0
"heart attack symptoms severe chest pain",2
"chest pain breathing problem",2
"oxygnn level critcl",2
"tahkaan ho raih hai",0
"spo22 drpping emergeny",2
"fvr 1101 headach",1
"mild breathlessness on exertion 53",1
"saans iblkul nahi aa rahi emergeency hai",2
"patient not properly",2
"behosh ho gaya pulse high",2
"bukhaar 103 koi aur symptom nahi 26",1
"patient not breathing properly",2
"fever 101 headache",1
"normoll cold cough",0
"chati mein dard sans nahi aa rahi",2
"respratry distrss sevr 37",2
"behosh ho gaye hain",2
"bukkhr high efver",1
"bahut zyada bukhaar 140",1
"fevr  103 body ach 63",1
"patient baat nahi kar pa raha oxygen low 190",2
"fever 102 body pain 9",1
"miild",0
"halka sa body ache",0
"mmild sore throat 84",0
"halki zukam hai",0
"thodi",0
"mild fever withotu cold",0
"breathing problm mild",1
"normol cold cough",0
"mild shortness of breaath 73",1
"fever hai but cold nahi 3 days se",1
"on major issue 4",0
"seene meni discomfort 127",1
"slight fvvrr",0
"fever",0
"saans lena impossible ho raha hai",2
"ahlkii saans ki taklif",1
"san sthodi mushikl hai",1
"sirf bukhaar hai cold bilkul nahi",1
"oxgyn critcal",2
"bukhaarr 3 din se hai 123",1
"nno major issue 64",0
"bukhar tez h sardi nhi",1
"halka bukhar",0
"mild headche",0
"slight colld hai",0
"moderate chest pain",1
"mild fever without cold",0
"102 fever no  cold",1
"3 din seb ukhaar nahi jaa raha",1
"sirf  zukam hai bukhaar nahi",0
"mild sa heeadache ho rraha hai",0
"fever 102 no cold just weakness",1
"thoda bukhaar hai khansi nahi 72",0
"oxygen low hai unconscious",2
"fvr 101 headach",1
"fever 103 no ohter symptoms",1
"102 aur body mein dard",1
"patient not breathing properly",2
"bukhaaar bahut hai",1
"patient baat nahi kar pa raha oxygen low",2
"mild hedaache",0
"badan mein bahut dard hai bukhaar ke saath",1
"mild as headache ho arha hai",0
"pet thoda kharab hai",0
"mino rallergy",0
"sans thodi mushkil hai",1
"chakkar aa rahe hain 140 65",1
"behosh gy high",2
"no majr",0
"behosh hog y pulse high",2
"minor alllergy 115",0
"thoda fever  hai stable hai",0
"fvr hgih no cld",1
"chhoti chot lagi",0
"bbehosh ho gy pulse  high",2
"tez bukhaar aru badan dard 133",1
"slight fever stable",0
"chest mei pain hai",1
"patient unconnscious responding",2
"tez bukhaarr hai zukam nahi",1
"minor issue hai koi badi baat nahi 123",0
"oxggyn critcal 96",2
"no major issue",0
"sirf halka bukhaar hai cold nahi",0
"general weakness",0
"thoda kharab hai",0
"oxygen mask chahiye jaldi 125",2
"bukhaar hgh fever",1
"normol cold  cough",0
"pulse high unconscious",2
"tez bukhhaar bin asardi ke",1
"fever 102 no cough just body pain",1
"chhati mein halka dard 14 120",1
"emergency hai patient collapse ho ggaya",2
"102 fever no cold",1
"chst pin brething problm",2
"routine checkup 146",0
"critical hai oxygen low",2
"chest mein bahut tez dard saans ruk rahi 4",2
"sevr chst tghtnes cant breathe",2
"oxygen level critical",2
"bukhr high fever",1
"neend anhi aa rahi",0
"palpitations mild",1
"peet thodak harab hai",0
"tez bukhaar aur badan dard",1
"minor allregy",0
"pet thoda kharab hai",0
"thakaan ho rahi hai 131",0
"fever1 03 no other symptoms",1
"critical condition hai oxygen low 129",2
"seene mein halka dard",1
"breathing problm mild",1
"mild sore throat",0
"high fvvr bina khansi ke",1
"no mjor issue",0
"103 koi aur symptom nahi",1
"general weakness feel ho rahi hai",0
"saanss nahi aa rahi hai",2
"chest discomfort mild",1
"moderat efever witth chills",1
"sir mein dard",0
"saans ki taklif 143",1
"patient nahi kar raha oxygen low",2
"unresponsive low oxygen",2
"puls vry hgh unconsious",2
"chhati mein tez dard saans nahi",2
"chhati rahi hai saans nahi 58",2
"minor upset",0
"genrrl weknesss",0
"normal zukam 25",0
"level critcl",2
"oxyygen low hai patient unconscious",2
"mild fever no cold",0
"critical breathing",2
"sirf halka bukhaar hai cold  nahi",0
"tez bukhaar aur badan dard",1
"patient collapsed 65 147",2
"oxygen level gir raha hai",2
"slight cough no fever 44 70",0
"cold cough",0
"fever 102 body apni",1
"hlaki hai",0
"normol cough",0
"bukahar bahut zyada hai",1
"breathing",1
"mein discomfort",1
"sevr breathlllesness",2
"badan gar mhai khansi nahi",1
"wekness",0
"patient responddn ahi kar raha oxygen low",2
"severe breathlessness patient baat nah ikar pa raha 103",2
"fever no other symptoms 122",1
"hgh fever no lcd 47",1
"pulse bahut fast hai behosh hain",2
"patint unconscous",2
"spo2 drop ho raha hai breathing issue",2
"high fvr bina khansi ke",1
"saans lena impossible ho raha hai",2
"bukhaar hai khansi nahi 76",1
"respratry distrss ssevrr",2
"spo2 below 90 emergency",2
"genrrl wekkness",0
"chhati mein halka dard",1
"feverr 101 headacche",1
"severe pain cannotm ove",2
"thkaaan ho rahi hai",0
"mild of breath",1
"thodi kamzori",0
"101 headache",1
"fevr stabel",0
"dizziness nd ewkness 13",1
"seene mein halka dard",1
"bukhaar1 02 khansi nahi",1
"patient respond nahi kar raha oxygen low",2
"bukhaar high ffever",1
"halki zukam haai",0
"discomfrt 16",1
"mild sa bukhar h stable h",0
"low grade feveer",0
"oxygen gir raha hai patient unconscious hai",2
"respiratory distress severe 40",2
"light brething problem",1
"saans nahi le pa rahe hain",2
"bohot tez dard saansr uktee ja rahi 45",2
"saans llena impossible ho raha hai",2
"fever 102 no cough just body pain",1
"no majr issue",0
"bukhaar 103k oi aur symptom nahi",1
"chest discomfort",1
"breathing silghtly",1
"cheest discomfrt",1
"ffvr headach",1
"mild headache",0
"slght fever stable",0
"chest discomfrt",1
"bukhaar ke saath ulti",1
"slight fatiuge 147",0
"puls vry hgh unconsiuos",2
"fever no other symptoms 3",1
"moderate fever with chills",1
"teez bukhaar aur badan dard 30",1
"hgh fever no cld",1
"chest discomfort mild",1
"chest pain breathing problem",2
"genreel weakness 112",0
"mild shortness of breath 102",1
"halki khsai hai 145",0
"saans bilkul nahi aa rahi emergency hai",2
"fever without cold 3 days 142",1
"seene emin",1
"severe pain canno tmove",2
"pateint unconscious oxxgyn llow",2
"halki khasi hai 99",0
"spo2 lo wissue",2
"oxygen low ptient unconsciious",2
"oxygen critcial level hai",2
"no complaints 76",0
"light breathing problem",1
"cant breth all 34",2
"oxyygen bahut hai",2
"thoda weakness hai",0
"emergency hai ptaient collapse ho gaya 4",2
"spo2 drpping emeregny 136",2
"3 din  se bukhara nahi ja raha",1
"mujhe bukhaar h khansii nhi h",1
"heart attack symptoms severe chest pain",2
"ligth problem",1
"slight fever stablee",0
"chst crusnhg pain 116",2
"chhati dab hai saans nahi",2
"generl wekneess",0
"no majr issue 12",0
"mild hedaache",0
"pulse bahut fast  hai behosh ahin",2
"chest pin breething pproblem",2
"slight cuogh no fever",0
"chest mein mild pain hai",1
"chest crusihng pain radiating arm 148",2
"severe breathlessness patient baat nahi kar pa raha 129",2
"thodi si fatiguee 106",0
"moedrate fever with",1
"chest discofmort ho rraha hai",1
"oxygen level critical 30",2
"geenral weakness feel ho rahi hai 100",0
"behosh ho gyae hain 72",2
"mild headache 94 140",0
"behosh ho gaya pulse high",2
"cold cough",0
"pulsee bahut fast hai behosh hain",2
"spo22 drpping emergeny 56",2
"normall cold",0
"101 on runny nose",1
"slight runny nose",0
"sir fzukam hai bukhaar nahi",0
"halka bukhar",0
"puls vry hgh uncoonsious 12",2
"halka bukhaar hai",0
"miled haedache",0
"no majr issue",0
"spo2 drpping emergeny",2
"fever 101 headaache",1
"leevel gir raha hai",2
"breathing slightly dfificult",1
"severe tightness cannot breathe 72",2
"mild fever no cold",0
"palpitattions mlid",1
"dizziness and weakness",1
"imld hedche 39",0
"light breathing problem",1
"seene mein itna dard ki ushkil",2
"sans lene mein dikkat ho rahi hai",1
"oxygen level critical",2
"chti me drd sns nhi rhi 10 124",2
"light brething problem",1
"mild shortnes of brreath",1
"bahut zyada bukhaar hai 46",1
"severe breathlessness patient baat nahi kar pa raha",2
"chst piin problm",2
"halki saans ki taklif",1
"thdoa dard h",0
"mujhe h khansi h",1
"behosh ho gay pulse hgh",2
"dizziness andd weakness 149",1
"thakaan ho rahi haai",0
"chst tightnss mild",1
"chest pain cannot move",2
"minor ache 105",0
"mminor body ache",0
"saans ki nali band ho rahi hai",2
"normall cold cough 61 19",0
"conitnuous fever since 2 days 128",1
"chest mein mild paiin hai",1
"patient erspond nahi kar raha oxyygen low",2
"fver without cold 61 39",1
"kamzori lag rahi hai 39",0
"bhookh kam lag hai",0
"spo2 se neeche gaya emergency",2
"mild on exertino",1
"kamzori lag rahi hai",0
"102 fever no cold",1
"high boyd pain",1
"thoda sa sir dard",0
"chest pain breathing problem",2
"slight fvr",0
"persistnt headache fever",1
"chest mein mild pain hai",1
"drpping emerrgeny",2
"chakkar aa raahe ahin",1
"pet mein thoda dard",0
"chest discomfrt",1
"oxygen level critical",2
"severe breathlessness patient baat nahi kar pa raha",2
"bukhaar 3 diin se hai 45",1
"chest mein bahut tez dadr saans ruk rahi",2
"general weakness hho rahi hai",0
"normal zukam 93",0
"general weakness",0
"mild fever codl",0
"behoshh ho gy pulse high",2
"mild unasea",0
"saans lene mein thodi taklif",1
"hhalki fever hai sardi nahi 36",0
"halki fever haai sadri nahi",0
"dropping rapidly",2
"ffeevr 102 body pain",1
"behosh ho pulse bahut high",2
"chest pain breathing problem",2
"fever 101 nooo runny nose",1
"mild breathlesness",1
"no major issue",0
"slight stable 34",0
"fever 102 aur body mein dard",1
"moderate fever with chhills 56",1
"fvr headach 85",1
"generla weakness feel ho rahi haii",0
"high ffever no cold",1
"thodi khansi hai",0
"fvr high cld",1
"normall ccold cough 112",0
"patient not berathhing properly",2
"chest pain itna severe hai emergency call kkaro",2
"mild sa headache ho raha hai",0
"breathing thodi difficult ho rahi hia",1
"spo2 drpping emergeny 112",2
"moderaet chest pain",1
"silght fvr",0
"fver cold",1
"critical breathin gfailure",2
"patientt collapse ho gaya",2
"halki zukam hai 139",0
"conntinuos fever",1
"persistent headache with fever",1
"fever without cold 2 din se",1
"mild chest tightnes sfeel ho rahi hai 4",1
"emergencyh ai patient collapse ho gaya",2
"high fever no cough",1
"thoda bukhaar hai khansi nahi",0
"fever 102 no cold just weakness",1
"seene mein thodi jalan 7",1
"critica lbreathing failure",2
"feverb ody pain",1
"bukhaar 103 koi aur symptom nahi",1
"halka bukhaar haii",0
"mild hedachee",0
"mild sa bukhar h staable h 43",0
"moderate chest pain",1
"seene mein itna ki hilna mushkil",2
"thoda  sa sir dard",0
"badan garm hai khansi nahi",1
"perisstent headache with",1
"mild headache",0
"mask chahiiye jaldi",2
"fever without cold2  din se 4",1
"unresponsive low oxxygen 7",2
"brething problem",1
"mild fever without cold",0
"sevr breathlesness",2
"thoda sar dard h",0
"sans lene mein thodi problem",1
"pulse very high hain",2
"low patint uunconscous",2
"emergecny unconsciouss patient",2
"chhati dab rahi hai saansn",2
"respiratory distress seveer",2
"severe chest pain hai saan sanhi aa rahi",2
"bohot tez dard saans ruktee ja rahi 69",2
"sanns lenne mein thodi problem",1
"dizziness and weakensss",1
"bukhaar hai khasni nahi",1
"seene mein halka dard 146",1
"minor body ache",0
"neend nahi rahi",0
"bukhaar nahi bas kamzori 96",0
"mild hedche",0
"no mjori  ssue",0
"bukhaar bahut zyada hai",1
"low fever stable",0
"011 headache",1
"mujhe tez bukhaar hai cold nahi hai",1
"shortness of breath",1
"normal cold",0
"saans  lene mein thodi taklif",1
"chest pain itna severe haai emergency call",2
"spo2 low bbrething isue",2
"mild hcst pain",1
"chhati dab rahi hai saans nahi",2
"no issue 69",0
"thakaan  ho rahi hai 19",0
"level critical 5",2
"mujhe bukhaar h khansi nhi h",1
"patient hosh mein nahi hai",2
"bhookh kam rahi hai 63",0
"chest crushing pain ho hai",2
"slighht cough nof ever",0
"dizziness while standing",1
"behosh ho gy pulse hhigh 11",2
"sligght fvr 26",0
"mild",0
"continuous fever since",1
"bhookh lag rahi hai 114",0
"miled headache",0
"chakkar aa rahe hain 100",1
"generl wkeness",0
"chest pain breathing problem",2
"saans lene mein thodi taklif",1
"chest pain itna severe hai emergency call karo",2
"tez dard saans ruktee ja rhai",2
"severe breathlessness patient  baat nahi kar pa raha",2
"neeend nahi aa rahi",0
"bukhaar hai khansi nahi",1
"chhati mein bahut tez daard saans nahi 90",2
"fever no cold",1
"frv 101 headach",1
"neend nahi aa rahi",0
"thoda bukhaar hai khansi nahi",0
"sevr breathlesness 100",2
"patient collapsed pulse",2
"sliggt fever",0
"pet mien thoda dard 81",0
"fever high hai body pain bhi",1
"general weakness",0
"spo2 drop ho raha hai breathing issue 120",2
"respratry distrss sevr",2
"halka s abody ache",0
"saans rukne wal ihai",2
"bukhaar hgh fever 56",1
"patient baat nahi kar pa raha oxygen low",2
"oxygen mask chahiye jaldi",2
"norml cold cough",0
"palptatons mild",1
"bukhaarr khansi nahi",1
"no amjor issue 128",0
"oxygen bahut kam hai",2
"patient respond nahi kar raha oxygen low 73 111",2
"oxygen low patiient unconsciouus",2
"oxgyn",2
"respiratory distress severe",2
"severe breathlessness patient baat nahi kar pa raha",2
"chaatii me dard saans nahi aa rahi 86",2
"thoda sa dard",0
"hakla bukhar h",0
"mild hedache",0
"spo2 80 se necehe gaya emerrgency",2
"no complaints",0
"chaati me dar dsaans  nahi aa rahi",2
"mild chest tightness feel ho rahi hai",1
"no major issue 104 135",0
"omderate fever chills",1
"haalkik hasi hai",0
"persistnt headache fever",1
"mild hedache",0
"chest discomfort ho raha hai 77",1
"fevr 103 body ach",1
"continuoous fever since 2 days 12",1
"cannot breathe at lal",2
"mild chhst pain 102",1
"llight cold",0
"saans bilkul naahi aa rahi emergency hai",2
"persistent fever 3 days",1
"low stable 52",0
"saans anhi le pa rahe hain 10",2
"bukhaaar 102 khansi",1
"emergency unconscious patient 6",2
"norml cold cough",0
"sllight runny",0
"bukhaar hai pr khansi nahi",1
"routine problem  hai",0
"sirf halka bukhaar hai cold nahi",0
"moderate chest pain",1
"mild hedaache",0
"spo2 low brething",2
"contiinuous fever since 2 days 124",1
"saans ki nali band ho rahi hai 143 149",2
"saans ki nali band ho rahi hai",2
"halka h",0
"dizziness nd",1
"minor stoomach  upset",0
"bukhar tez sardi nhi",1
"chst crushng pain",2
"behosh ho gaye",2
"unrespponsive low oxygen",2
"thodi kamzori",0
"spo2 drpping emergeny",2
"chhati mein halka dard",1
"miled headache 74",0
"oxygen low hai patient unconscious",2
"bukhaar 1011 dard",1
"badan mein bbahut dard hai ke saath",1
"kamzori lag rahi hai 78",0
"halki fever sardi nahi 69",0
"slght  fever",0
"mujhe tez bukhaar hai cold nahi hai",1
"no majr issue",0
"critical condition hai oxygen low 125",2
"bukhaar 103 koi aur symptom nahi",1
"mujhe bukhaar h khansi nhi h",1
"low grade fever",0
"halki fever hai sardi nahi",0
"genearl weakness ho rahi hai",0
"chaati me dard saans nahi aa rahi",2
"1002 body pin",1
"mild chst paiin",1
"severe breathlsesness cannot speak 66",2
"mild hedche",0
"thoda weeakness hai 31",0
"bukhaar hai pr khansi nahi",1
"persisttent with fever",1
"patient collapsed",2
"102 fever no",1
"oxygen mask chahiye jaldi",2
"crushng pain",2
"cannot breathe a tall",2
"sirf halka buhkaar hai cold nahi",0
"smallc ut minor injury",0
"fever high hai boddy pain bhi 5",1
"mild fever without cold",0
"saans nahi aa rahi hai",2
"feever 103 no other symptoms",1
"chest pain cant mov",2
"htoda bukhaar khansi nahi",0
"pulse bahut fast hai behosh hain",2
"fever without cold 2 din se",1
"shortne sof breath",1
"tez bukhaar aur badan 62",1
"pateint uncconscious oxgyn low 13",2
"bukhaar hgh fever",1
"breathing thodi difficult ho rahi hai",1
"majr issue 46",0
"sevr breathlesnesss",2
"cannot breathe at all 115",2
"behosh ho gaye hain",2
"emergency hai patient collapse ho gaya",2
"dizziness feel ho raha hai",1
"bohot tez dard saans rukteer ahi",2
"patient respond nahi kar raha low",2
"thoda fever hai stable 94",0
"feeever 102 body pain",1
"spo2 drpping emerrgeny 45",2
"fever 147",0
"criitical condition hai oxygen low",2
"llow ffever stable",0
"oxygen low patient unconscious 103",2
"high fever no cold",1
"chest crushiing pain ho hai",2
"slight cough no fever 115 44",0
"behosh pade hain saans mushkil se aa rhai",2
"genral waekness 60",0
"critical condition hai oxygen low",2
"canno tbreathe at all",2
"bukhaar ke saath ulti",1
"thodi",0
"pet mein thoda dard",0
"respratry distrss sevr",2
"chest  pin brething prbolem",2
"pulse bahut fast hai behosh hain",2
"oxygen leve lgir raha hhai",2
"halka bukahr h",0
"small cut minor injury",0
"bukhaar body ppain no cough no codl",1
"mild headache 89",0
"modeerate hcest pain",1
"spo2 below 90 emergency",2
"chest pain breathing problem",2
"oxygen levle criticall",2
"fever 101 no runny nose",1
"behosh ho gaya pulse high 69",2
"mild shortnes of breath",1
"stable",0
"mild chest pain 100",1
"chhati mien crushing dard",2
"sligt fever 118 109",0
"mild fever no cold",0
"hosh nahi aa raha pulse zyada",2
"mein halka dard",0
"sirf bukhaar hai clod bilkul nahi",1
"sirf zukam haib nahi",0
"moderate chest pain 135",1
"mild headache",0
"onrmol cold coguh",0
"halki zukam hai",0
"behosh pade ahin saans mushkil se aa",2
"nausea",0
"chati mein dard nahi aa rahi",2
"critical condition hai oxygen low 24",2
"slight fvr",0
"bukhaar hai khansi nahi",1
"mild breathlessness on exertion",1
"bukhaar high feverr",1
"thodi khansi hai",0
"light breathing problem",1
"chati mein dard sans nahi aa rahi 62 108",2
"feever with body pain no cold",1
"chest crushing painn ho rahi hai 65",2
"moderate chest",1
"saaans nahi aa rahi hai",2
"chhati mein bahut dard saans nahi",2
"chhoti chot lagi",0
"sevr chst tghtnes cant breathe 98 100",2
"perssitent fever 3 days",1
"bohot tez dard saans ruktee ja rahi 148",2
"minor body ache",0
"chest pain problem",2
"high fever with body ache",1
"normol cold cough",0
"fever no other sympptoms",1
"high temperature obdy pain",1
"mild hedche",0
"no major issue",0
"mild shortnes of",1
"saans nahi aa rahi hai 88",2
"mild heedacche",0
"tez bukhaar aur badan dard",1
"no complaints 11",0
"oyxgn low patitn unconscous",2
"chakkar aa rahe hain",1
"spo2 drpping emergeny 141",2
"chaati me dard saans nahi aa rahi 26",2
"mild headache 97",0
"mild hedachee",0
"behosh ho gaye hain",2
"hiigh fvr bina ke",1
"high hai pain bhi",1
"chaati me dard saans aa rahi",2
"bukhaar hghh fever",1
"saans rukne wali haai",2
"efver high hai body pain bhi 148",1
"dizzyness weakness",1
"patient not breathing properly",2
"dizzyness weakness",1
"hgh fever no cld",1
"fvr 10 1headach",1
"cut minor injury",0
"thakaan ho rahi hai 70",0
"minor body ache",0
"lighht cold 80",0
"hgh fever no cld",1
"dizziness nd wekness",1
"mild chest tightness feel ho rahi hai",1
"mild sa ho raha hai",0
"chest ho rahah ai",1
"spo2 drpping emergeny",2
"general weakness feel ho rahi hai",0
"chestt discomfrt",1
"behosh ho gaya pulse bahut highh",2
"high fever without cold symptoms",1
"chest breathing problem",2
"oxygen mask chahiye patientu nconscious 87",2
"heart attack symptoms severe chest pain",2
"lena impossible ho raha hai",2
"mujhe tez bukhaar hai cold nahi hai",1
"badan garm hai khansi nahi",1
"bukhaar hghf ever",1
"thoda bukhaar hai khansi nahi",0
"3 din se bukhaar nahi ja raha",1
"spo2 80 se neeche gaya emergency 145",2
"general weakness feel ho rahi",0
"midlh eadache",0
"patient respond nahi kar raha oxygen olw 77",2
"chaati me saans nahi aa rahi",2
"si fatigue",0
"midl",0
"lowf ever no cough no cold",0
"hakli hai",0
"mild headache",0
"chest discomfort mild",1
"chest mein bahut tez dard saans ruk rahi",2
"slight fvr",0
"mild shortnes of  breath",1
"thoda feverh ai stable hai 2",0
"critical condition hai oxygen low",2
"slight cold hai",0
"feevr 101 headachee",1
"oxygen mask chahiye ptaient unconscious",2
"sans lene dikkat ho rrahi hai",1
"severe chest tightness cannot breathe",2
"fvr 101 headach",1
"mild headche",0
"oxygen critical level pe",2
"bohot tezd ard saans rutkee ja rahi",2
"noc omplaints",0
"no major issue",0
"oxygen low ptient unconscious",2
"thoda khaarb hai",0
"badan garm hai khaansi nahi 76",1
"thoda bukhaar hai khansi nahi 140 116",0
"light brething problem",1
"fver without cold",1
"diizzines snd wekness",1
"bukhaar 102 khansi nahi",1
"mild headcche 33",0
"mild chest tightness feel ho rahi hai 47",1
"continuous fever since 2 days",1
"mild 127",1
"fever high hai body pain bhi",1
"normal ocld cough",0
"spo2 drrpping emeregny",2
"critical braething failure",2
"bukhaar 101 sir dard",1
"sevr chestp ain cant mov",2
"no cold",0
"normal zukma",0
"uthh nahi pa oxygen gira hua hai 46",2
"bahut zyada bukhaar hai",1
"halki saans ki taklif",1
"spo2 beolw 90",2
"chakkkar kamzori",1
"generel weakness",0
"general weakness feel ho rahi hai",0
"no majr issue 114",0
"mujhe bukhaa rh khansi nhi h 100",1
"severe breathlessness cannot speak 81 74",2
"oxygen low ptient unconscious",2
"fever high hai body pain bhi",1
"mild hedaache",0
"oxygen level gir raha hai 116",2
"fever 102 aur mein dard",1
"tezz bukhaar hai zukam nahi",1
"seeene mein itna adrd ki hilna mushkil",2
"mild sore throat",0
"oxygen gir hai patient unconscious hhai",2
"allergy",0
"bukhaar hai khansi nahi 19",1
"fever 102 body pain",1
"saans rukne wali hai",2
"light breathinng porblem",1
"high fever no cold",1
"thodi kamzoori 135",0
"mild hedachce",0
"bhook hkam lga rahi hai",0
"behosh ho gaya pulse bahut high",2
"low graed fever",0
"cant breth at alll",2
"severe chest tightness cannot breathe",2
"high fever with body ache",1
"lowp tient unconscious",2
"no majr issue",0
"seene mein ahlka dard",1
"no majr issue",0
"minor issue hai koi badi bata nahi",0
"chst crushng pain",2
"severe breathlessness cannot speak",2
"bukhaar high fever 108",1
"high fever no  cough 62",1
"oxygen gir raha hai patient unconscious hai 13",2
"chti me drd sns nh irhi",2
"fever without coold",0
"cold  cough",0
"patient collappsed pulse weak",2
"bukhaar nahi kamzori",0
"general weakness feel ho rahi hai",0
"slight fatigue",0
"mild heddache",0
"chest mein bahut tze dard  saans ruk rahi",2
"dizizness whille standing",1
"patient respond nahi kar oxygen low 137",2
"generel weakness",0
"saans nah ile pa rahe hain",2
"no complaints",0
"while standing 1",1
"chest pin brething probblem",2
"oxyygen critical level pe hai",2
"chakkar aa rahe hain",1
"continuos fever",1
"mildd nausea",0
"cant breth at all 15",2
"behosh pade hain saans mushkil se aa rahi",2
"mild nnausea",0
"mild shortnes breath 68",1
"minor stomach upset 120",0
"chhakkar a arahe hain",1
"fvr 101 hheadach 50",1
"mild pain",1
"slight fever stable",0
"seene mein itna dard ki mushkil",2
"haaert attack symptoms severe chest pain",2
"persistetn headache with fever",1
"oxygen critical pe hai",2
"neend nahi aa rahi 119",0
"continuos fveer",1
"dizzynes sweakness",1
"mild hedaache 21",0
"tez bukhaar bina sadri ke",1
"oxygen dropping",2
"mild feverr no",0
"thodaf everr hai stable hai",0
"chti me drd sns nh irhi 17",2
"hgh fever no cld",1
"pet thoda kharab  hai",0
"chst pin brething problm",2
"si chot lagi",0
"chti me drd sns nhi rhi",2
"persistent headache iwth fever 21",1
"behosh pade hain saans mushkil se aa rahi",2
"mild chst pain",1
"no major issue 44 30",0
"high feevr no cough 17",1
"high fever no cough",1
"bukhaar 101 sir dard 76",1
"dizziness nd wekness 112",1
"severe chest tightness cannont breathe",2
"serv chest pain cant mov 50",2
"fvr bina khansi",1
"slight runny nose",0
"behosh ho gaya pulse high",2
"mild nausea",0
"thoda weakness hai",0
"hcest  discomfort ho raha hai",1
"oxgyn critcal",2
"sevr chhst tghtnes cant breathe 144",2
"chst crushng pain 36",2
"behosh ho gya pulse hgh 45",2
"badan garm hai khansi nahi 52",1
"spo2 low brething isue 47",2
"chhati dab rahi hai saans nahi",2
"sir mein halka dard",0
"oxygen critical pe hai",2
"chhati meinb ahut tez dard saans nahi",2
"chest mein bahut etz dard saans ruk rahi",2
"heart attack symptoms severe hcest pain 24",2
"me drd  sns nhi rhi",2
"mild hedaache 129 25",0
"norrmall cold cough 66",0
"patient collapsed ppulse weak",2
"fver 103 body ach",1
"collapse ho gaya",2
"lgiht",0
"thodi si fatiuge",0
"high fvrb ina khansi ke",1
"mild fever no cold",0
"bukhaar hai kahnsi nahhi",1
"ho gaya pluse high",2
"thodi si fatigue",0
"bukhr hgh fever",1
"high fever no colld",1
"neend nahi aa rahi",0
"sans thodi mushkil hai",1
"thoda fever hai satble hai",0
"saans lene mein thodi takilf",1
"no majr issue",0
"hsoh nahi aa raha pulse zyada 6",2
"light cold",0
"moderate fever with chills",1
"mild headache",0
"low brething isuue",2
"low fever stable",0
"patient hosh nahi hai",2
"seene mein itna dard ki hilna mushkil",2
"mild breahtlesness 67",1
"ooxygen critical level pe ahi",2
"puls vry hghh unconsiouus",2
"dizzyness weakness 64",1
"fever without cold  2din se",1
"bukhaar hai pr khansi nahi",1
"mild fever no cold",0
"patient respond nahi kar raha oxygen  low",2
"slight cold hai",0
"halka bukhaar hai cold nahi",0
"mujhe bukhaar h kahnsi nhi h",1
"dizzyness weakness 25",1
"bukhaar nahi bas kamzori",0
"halka bukhar h",0
"general weakness",0
"cough fever",0
"chhoti si chot lagi",0
"patient hosh mein nahi hai",2
"sliight fvr",0
"general weaakness feel ho rahi hai",0
"bukhaar hai khansi nahi",1
"chest crushing pain ho rahi haii 26",2
"general weakness feel ho rahi hai 38",0
"ppalpitation smild",1
"01 headache",1
"chest pain breathing problem",2
"chest mein mild pain hai",1
"dizzinesss feel ho raha hai",1
"without cold 3 days",1
"tez bukhaar badan dard",1
"fver without cold",1
"slight cold hai",0
"sans lene mein dikkat hor ahi hai",1
"oxygen level critical",2
"headaceh",0
"uthh nahi pa raha oxygen gira hua hai 73",2
"routine  ccheckup",0
"oxygen mas kchahiye jaldi",2
"small cut minor injury",0
"sevr chst tightness",2
"oxygen low hai paitent unconscious 62",2
"light brething",1
"bukhaar 103 koi aur symptom nahi",1
"breathing problm mild 1",1
"thoda sir dard 56",0
"no major issue",0
"tez bukhaar aur badan dar d30",1
"dizzyness weakness",1
"bukhr hgh fever",1
"10 2fever no cold",1
"chakkar aur 83",1
"cchets tightness mild",1
"unresponsive low oxygen 127 98",2
"dizzziness annd weakness",1
"kamzori lag rahi hai",0
"oxygen maskc hahiy ejaldi",2
"bukhr high fever 316",1
"sirf bukhaar hai cold bilkul nahi",1
"halka bukhaar hai",0
"thhakaan ho rahi hai",0
"chst crushng",2
"tez bukhhaar bina sardi ke",1
"chahti dab rahi hai sanas nahi",2
"low fever stalbe",0
"chest pain itnna severe hai emergency call karo",2
"cheest discomffort mild",1
"patient baat nahi kar pa raha oxygen low",2
"fever without cold 2 din se",1
"critical breathing",2
"low grade fevver 134",0
"saans nahi le pa rahe hani",2
"neend nahi aa rahi",0
"halkab h",0
"minor issue hai koi badi baat nahi",0
"mild shortness of breath 5",1
"chest mein mild hai 2",1
"hai",0
"tez bukhaar hai zukam nahii",1
"ggenrl",0
"severe chest pain  cannot move",2
"genrl wekness",0
"chest crushing pain radiating arm",2
"bukhaar hgh fever",1
"oxygen gir raha hai ptaient unconscious hai",2
"minor stomach upset 184",0
"halka bukhaar",0
"kamzori lagr ahi hai 109",0
"emergency hai patient collapse ho gaya",2
"saans bilkul nahi aa rahi emergency hai",2
"generla weaknses feel ho rahi hai",0
"low fever stable",0
"fvr high no cld",1
"bukhr  higgh fever",1
